kraj,płeć,wiek,rok,wystąpień
ZM,f,0-14,2002,1099.0
ZM,f,0-14,2003,292.0
ZM,f,0-14,2004,247.0
ZM,f,0-14,2005,168.0
ZM,f,0-14,2006,224.0
ZM,f,0-14,2007,195.0
ZM,f,0-14,2008,165.0
ZW,f,0-14,2002,222.0
ZW,f,0-14,2003,180.0
ZW,f,0-14,2004,225.0
ZW,f,0-14,2005,269.0
ZW,f,0-14,2006,237.0
ZW,f,0-14,2007,185.0
ZW,f,0-14,2008,145.0
AD,f,15-24,1996,1.0
AD,f,15-24,1997,1.0
AD,f,15-24,1999,0.0
AD,f,15-24,2002,1.0
AD,f,15-24,2003,1.0
AD,f,15-24,2004,0.0
AD,f,15-24,2005,1.0
AD,f,15-24,2006,0.0
AD,f,15-24,2008,0.0
AE,f,15-24,1999,11.0
AE,f,15-24,2000,16.0
AE,f,15-24,2002,3.0
AE,f,15-24,2003,9.0
AE,f,15-24,2004,6.0
AE,f,15-24,2006,6.0
AE,f,15-24,2007,8.0
AE,f,15-24,2008,10.0
AF,f,15-24,1997,38.0
AF,f,15-24,1998,350.0
AF,f,15-24,1999,139.0
AF,f,15-24,2000,414.0
AF,f,15-24,2001,799.0
AF,f,15-24,2002,1119.0
AF,f,15-24,2003,1152.0
AF,f,15-24,2004,1360.0
AF,f,15-24,2005,1651.0
AF,f,15-24,2006,2139.0
AF,f,15-24,2007,2224.0
AF,f,15-24,2008,2094.0
AG,f,15-24,1996,0.0
AG,f,15-24,2000,1.0
AG,f,15-24,2001,1.0
AG,f,15-24,2002,0.0
AG,f,15-24,2003,0.0
AG,f,15-24,2005,2.0
AG,f,15-24,2007,0.0
AI,f,15-24,2004,0.0
AL,f,15-24,1995,1.0
AL,f,15-24,1997,16.0
AL,f,15-24,1998,19.0
AL,f,15-24,1999,5.0
AL,f,15-24,2000,11.0
AL,f,15-24,2001,12.0
AL,f,15-24,2002,20.0
AL,f,15-24,2003,13.0
AL,f,15-24,2004,12.0
AL,f,15-24,2005,3.0
AL,f,15-24,2006,12.0
AL,f,15-24,2007,13.0
AL,f,15-24,2008,20.0
AM,f,15-24,1995,1.0
AM,f,15-24,1996,9.0
AM,f,15-24,1997,16.0
AM,f,15-24,1998,21.0
AM,f,15-24,1999,22.0
AM,f,15-24,2000,24.0
AM,f,15-24,2001,40.0
AM,f,15-24,2002,16.0
AM,f,15-24,2003,29.0
AM,f,15-24,2004,24.0
AM,f,15-24,2005,27.0
AM,f,15-24,2006,28.0
AM,f,15-24,2007,31.0
AM,f,15-24,2008,44.0
AN,f,15-24,1996,0.0
AN,f,15-24,1997,0.0
AN,f,15-24,1998,1.0
AN,f,15-24,1999,1.0
AN,f,15-24,2000,0.0
AN,f,15-24,2001,0.0
AN,f,15-24,2002,1.0
AN,f,15-24,2003,0.0
AN,f,15-24,2004,0.0
AN,f,15-24,2006,0.0
AO,f,15-24,1995,707.0
AO,f,15-24,1996,1066.0
AO,f,15-24,1997,1165.0
AO,f,15-24,1998,1084.0
AO,f,15-24,1999,1197.0
AO,f,15-24,2000,1142.0
AO,f,15-24,2001,993.0
AO,f,15-24,2002,2610.0
AO,f,15-24,2003,3078.0
AO,f,15-24,2004,3198.0
AO,f,15-24,2005,2926.0
AO,f,15-24,2006,2851.0
AO,f,15-24,2007,2943.0
AO,f,15-24,2008,3199.0
AR,f,15-24,1996,643.0
AR,f,15-24,1997,566.0
AR,f,15-24,1998,558.0
AR,f,15-24,1999,502.0
AR,f,15-24,2000,544.0
AR,f,15-24,2001,674.0
AR,f,15-24,2002,622.0
AR,f,15-24,2003,516.0
AR,f,15-24,2004,519.0
AR,f,15-24,2005,530.0
AR,f,15-24,2006,438.0
AR,f,15-24,2007,558.0
AR,f,15-24,2008,536.0
AS,f,15-24,1997,0.0
AT,f,15-24,1995,22.0
AT,f,15-24,1997,41.0
AT,f,15-24,1999,10.0
AT,f,15-24,2000,11.0
AT,f,15-24,2001,8.0
AT,f,15-24,2002,8.0
AT,f,15-24,2003,10.0
AT,f,15-24,2004,12.0
AT,f,15-24,2005,13.0
AT,f,15-24,2006,12.0
AT,f,15-24,2007,10.0
AU,f,15-24,1997,10.0
AU,f,15-24,1998,19.0
AU,f,15-24,1999,10.0
AU,f,15-24,2000,15.0
AU,f,15-24,2001,21.0
AU,f,15-24,2002,15.0
AU,f,15-24,2003,9.0
AU,f,15-24,2004,6.0
AU,f,15-24,2005,18.0
AU,f,15-24,2006,18.0
AU,f,15-24,2007,26.0
AU,f,15-24,2008,27.0
AZ,f,15-24,1995,5.0
AZ,f,15-24,1996,20.0
AZ,f,15-24,1997,42.0
AZ,f,15-24,1998,7.0
AZ,f,15-24,1999,4.0
AZ,f,15-24,2000,3.0
AZ,f,15-24,2002,48.0
AZ,f,15-24,2003,72.0
AZ,f,15-24,2004,120.0
AZ,f,15-24,2005,64.0
AZ,f,15-24,2006,51.0
BA,f,15-24,1995,40.0
BA,f,15-24,1996,23.0
BA,f,15-24,1997,53.0
BA,f,15-24,1998,37.0
BA,f,15-24,1999,49.0
BA,f,15-24,2000,30.0
BA,f,15-24,2001,45.0
BA,f,15-24,2002,22.0
BA,f,15-24,2003,27.0
BA,f,15-24,2004,45.0
BA,f,15-24,2005,35.0
BA,f,15-24,2006,41.0
BA,f,15-24,2007,0.0
BA,f,15-24,2008,26.0
BB,f,15-24,2000,0.0
BB,f,15-24,2001,0.0
BB,f,15-24,2006,1.0
BB,f,15-24,2007,0.0
BB,f,15-24,2008,0.0
BD,f,15-24,1995,309.0
BD,f,15-24,1996,434.0
BD,f,15-24,1997,1883.0
BD,f,15-24,1998,2663.0
BD,f,15-24,1999,2753.0
BD,f,15-24,2000,3029.0
BD,f,15-24,2001,3392.0
BD,f,15-24,2002,3104.0
BD,f,15-24,2003,4298.0
BD,f,15-24,2004,5081.0
BD,f,15-24,2005,6776.0
BD,f,15-24,2006,8164.0
BD,f,15-24,2007,8562.0
BD,f,15-24,2008,9189.0
BE,f,15-24,1995,12.0
BE,f,15-24,1996,9.0
BE,f,15-24,1997,11.0
BE,f,15-24,1998,6.0
BE,f,15-24,1999,20.0
BE,f,15-24,2000,15.0
BE,f,15-24,2001,14.0
BE,f,15-24,2002,21.0
BE,f,15-24,2003,20.0
BE,f,15-24,2004,18.0
BE,f,15-24,2005,27.0
BE,f,15-24,2006,25.0
BE,f,15-24,2007,13.0
BE,f,15-24,2008,17.0
BF,f,15-24,1995,76.0
BF,f,15-24,1996,51.0
BF,f,15-24,1997,51.0
BF,f,15-24,1998,83.0
BF,f,15-24,1999,67.0
BF,f,15-24,2000,59.0
BF,f,15-24,2001,80.0
BF,f,15-24,2002,85.0
BF,f,15-24,2003,102.0
BF,f,15-24,2004,109.0
BF,f,15-24,2005,125.0
BF,f,15-24,2006,155.0
BF,f,15-24,2007,157.0
BF,f,15-24,2008,143.0
BG,f,15-24,2000,11.0
BG,f,15-24,2001,11.0
BG,f,15-24,2002,48.0
BG,f,15-24,2003,85.0
BG,f,15-24,2004,84.0
BG,f,15-24,2005,90.0
BG,f,15-24,2006,76.0
BG,f,15-24,2007,63.0
BG,f,15-24,2008,57.0
BH,f,15-24,1995,1.0
BH,f,15-24,1996,10.0
BH,f,15-24,1997,4.0
BH,f,15-24,1998,4.0
BH,f,15-24,1999,6.0
BH,f,15-24,2000,1.0
BH,f,15-24,2001,1.0
BH,f,15-24,2002,1.0
BH,f,15-24,2003,1.0
BH,f,15-24,2004,1.0
BH,f,15-24,2005,1.0
BH,f,15-24,2006,7.0
BH,f,15-24,2007,10.0
BH,f,15-24,2008,12.0
BI,f,15-24,1995,109.0
BI,f,15-24,1996,132.0
BI,f,15-24,1997,189.0
BI,f,15-24,1998,265.0
BI,f,15-24,1999,291.0
BI,f,15-24,2001,369.0
BI,f,15-24,2002,243.0
BI,f,15-24,2003,308.0
BI,f,15-24,2004,325.0
BI,f,15-24,2005,298.0
BI,f,15-24,2006,296.0
BI,f,15-24,2007,360.0
BI,f,15-24,2008,335.0
BJ,f,15-24,1995,148.0
BJ,f,15-24,1996,169.0
BJ,f,15-24,1997,169.0
BJ,f,15-24,1998,189.0
BJ,f,15-24,1999,207.0
BJ,f,15-24,2000,239.0
BJ,f,15-24,2002,255.0
BJ,f,15-24,2003,226.0
BJ,f,15-24,2004,263.0
BJ,f,15-24,2005,249.0
BJ,f,15-24,2006,310.0
BJ,f,15-24,2008,245.0
BM,f,15-24,2004,0.0
BN,f,15-24,1999,16.0
BN,f,15-24,2000,4.0
BN,f,15-24,2002,11.0
BN,f,15-24,2003,9.0
BN,f,15-24,2004,6.0
BN,f,15-24,2005,9.0
BN,f,15-24,2006,5.0
BN,f,15-24,2007,6.0
BN,f,15-24,2008,6.0
BO,f,15-24,1996,841.0
BO,f,15-24,1997,792.0
BO,f,15-24,1998,777.0
BO,f,15-24,1999,798.0
BO,f,15-24,2000,831.0
BO,f,15-24,2001,915.0
BO,f,15-24,2002,938.0
BO,f,15-24,2003,811.0
BO,f,15-24,2004,793.0
BO,f,15-24,2005,846.0
BO,f,15-24,2006,764.0
BO,f,15-24,2007,736.0
BO,f,15-24,2008,850.0
BR,f,15-24,1999,2909.0
BR,f,15-24,2000,6719.0
BR,f,15-24,2001,3632.0
BR,f,15-24,2002,3715.0
BR,f,15-24,2003,3582.0
BR,f,15-24,2004,3684.0
BR,f,15-24,2005,3496.0
BR,f,15-24,2006,3132.0
BR,f,15-24,2007,2952.0
BR,f,15-24,2008,2709.0
BS,f,15-24,1995,1.0
BS,f,15-24,1996,2.0
BS,f,15-24,1997,2.0
BS,f,15-24,1998,1.0
BS,f,15-24,1999,1.0
BS,f,15-24,2000,5.0
BS,f,15-24,2002,1.0
BS,f,15-24,2003,2.0
BS,f,15-24,2004,3.0
BS,f,15-24,2007,3.0
BS,f,15-24,2008,1.0
BT,f,15-24,1995,43.0
BT,f,15-24,1996,42.0
BT,f,15-24,1997,43.0
BT,f,15-24,1998,45.0
BT,f,15-24,1999,33.0
BT,f,15-24,2000,57.0
BT,f,15-24,2001,58.0
BT,f,15-24,2002,54.0
BT,f,15-24,2003,57.0
BT,f,15-24,2004,54.0
BT,f,15-24,2005,45.0
BT,f,15-24,2006,61.0
BT,f,15-24,2007,59.0
BT,f,15-24,2008,151.0
BW,f,15-24,1997,291.0
BW,f,15-24,1999,274.0
BW,f,15-24,2000,335.0
BW,f,15-24,2001,328.0
BW,f,15-24,2002,393.0
BW,f,15-24,2003,338.0
BW,f,15-24,2004,358.0
BW,f,15-24,2005,321.0
BW,f,15-24,2006,326.0
BW,f,15-24,2007,347.0
BW,f,15-24,2008,347.0
BY,f,15-24,2002,12.0
BY,f,15-24,2003,18.0
BY,f,15-24,2004,31.0
BY,f,15-24,2005,25.0
BY,f,15-24,2006,32.0
BY,f,15-24,2007,28.0
BY,f,15-24,2008,26.0
BZ,f,15-24,1995,6.0
BZ,f,15-24,1996,1.0
BZ,f,15-24,1997,3.0
BZ,f,15-24,2000,2.0
BZ,f,15-24,2001,0.0
BZ,f,15-24,2002,5.0
BZ,f,15-24,2003,6.0
BZ,f,15-24,2004,0.0
BZ,f,15-24,2005,4.0
BZ,f,15-24,2006,6.0
BZ,f,15-24,2007,8.0
BZ,f,15-24,2008,5.0
CA,f,15-24,1980,62.0
CA,f,15-24,1981,46.0
CA,f,15-24,1982,51.0
CA,f,15-24,1983,50.0
CA,f,15-24,1984,51.0
CA,f,15-24,1985,30.0
CA,f,15-24,1986,33.0
CA,f,15-24,1987,39.0
CA,f,15-24,1988,38.0
CA,f,15-24,1989,37.0
CA,f,15-24,1990,30.0
CA,f,15-24,1991,23.0
CA,f,15-24,1992,27.0
CA,f,15-24,1993,22.0
CA,f,15-24,1994,37.0
CA,f,15-24,1995,33.0
CA,f,15-24,1996,23.0
CA,f,15-24,1997,36.0
CA,f,15-24,1998,26.0
CA,f,15-24,1999,33.0
CA,f,15-24,2000,33.0
CA,f,15-24,2001,23.0
CA,f,15-24,2002,32.0
CA,f,15-24,2003,21.0
CA,f,15-24,2004,34.0
CA,f,15-24,2005,28.0
CA,f,15-24,2006,39.0
CA,f,15-24,2007,32.0
CA,f,15-24,2008,36.0
CD,f,15-24,1995,1223.0
CD,f,15-24,1996,1153.0
CD,f,15-24,1997,1376.0
CD,f,15-24,1998,4074.0
CD,f,15-24,1999,4472.0
CD,f,15-24,2000,4422.0
CD,f,15-24,2001,4922.0
CD,f,15-24,2002,5378.0
CD,f,15-24,2003,6630.0
CD,f,15-24,2004,7630.0
CD,f,15-24,2005,7570.0
CD,f,15-24,2006,7236.0
CD,f,15-24,2007,7130.0
CD,f,15-24,2008,7304.0
CF,f,15-24,1995,233.0
CF,f,15-24,1996,273.0
CF,f,15-24,1997,301.0
CF,f,15-24,1998,353.0
CF,f,15-24,1999,376.0
CF,f,15-24,2001,179.0
CF,f,15-24,2002,315.0
CF,f,15-24,2004,60.0
CF,f,15-24,2005,32.0
CF,f,15-24,2006,538.0
CF,f,15-24,2008,481.0
CG,f,15-24,1995,296.0
CG,f,15-24,1999,297.0
CG,f,15-24,2001,554.0
CG,f,15-24,2004,310.0
CG,f,15-24,2006,384.0
CG,f,15-24,2007,411.0
CG,f,15-24,2008,396.0
CH,f,15-24,1995,13.0
CH,f,15-24,1996,6.0
CH,f,15-24,1997,14.0
CH,f,15-24,1998,11.0
CH,f,15-24,1999,5.0
CH,f,15-24,2000,9.0
CH,f,15-24,2001,3.0
CH,f,15-24,2002,11.0
CH,f,15-24,2003,10.0
CH,f,15-24,2004,6.0
CH,f,15-24,2005,6.0
CH,f,15-24,2006,10.0
CH,f,15-24,2007,9.0
CH,f,15-24,2008,3.0
CI,f,15-24,1995,810.0
CI,f,15-24,1996,803.0
CI,f,15-24,1997,955.0
CI,f,15-24,1998,955.0
CI,f,15-24,1999,1022.0
CI,f,15-24,2001,1111.0
CI,f,15-24,2002,1151.0
CI,f,15-24,2003,1193.0
CI,f,15-24,2004,1266.0
CI,f,15-24,2005,1280.0
CI,f,15-24,2006,1327.0
CI,f,15-24,2007,1349.0
CI,f,15-24,2008,1477.0
CK,f,15-24,1980,3.0
CK,f,15-24,1981,0.0
CK,f,15-24,1982,2.0
CK,f,15-24,1983,4.0
CK,f,15-24,1984,0.0
CK,f,15-24,1985,1.0
CK,f,15-24,1986,0.0
CK,f,15-24,1987,0.0
CK,f,15-24,1989,0.0
CK,f,15-24,1991,1.0
CK,f,15-24,1992,0.0
CK,f,15-24,1993,0.0
CK,f,15-24,1994,0.0
CK,f,15-24,1995,0.0
CK,f,15-24,1996,0.0
CK,f,15-24,1997,0.0
CK,f,15-24,1998,0.0
CK,f,15-24,2000,0.0
CK,f,15-24,2001,0.0
CK,f,15-24,2002,0.0
CK,f,15-24,2003,0.0
CK,f,15-24,2004,0.0
CK,f,15-24,2005,0.0
CK,f,15-24,2006,0.0
CL,f,15-24,1995,100.0
CL,f,15-24,1996,88.0
CL,f,15-24,1997,92.0
CL,f,15-24,1999,87.0
CL,f,15-24,2000,66.0
CL,f,15-24,2001,69.0
CL,f,15-24,2002,64.0
CL,f,15-24,2003,59.0
CL,f,15-24,2004,58.0
CL,f,15-24,2005,55.0
CL,f,15-24,2006,70.0
CL,f,15-24,2007,59.0
CL,f,15-24,2008,52.0
CM,f,15-24,1995,185.0
CM,f,15-24,1996,123.0
CM,f,15-24,1997,277.0
CM,f,15-24,1998,443.0
CM,f,15-24,1999,506.0
CM,f,15-24,2000,368.0
CM,f,15-24,2001,482.0
CM,f,15-24,2002,950.0
CM,f,15-24,2003,1273.0
CM,f,15-24,2004,1310.0
CM,f,15-24,2005,1467.0
CM,f,15-24,2006,1358.0
CM,f,15-24,2007,1443.0
CM,f,15-24,2008,1506.0
CN,f,15-24,1995,10890.0
CN,f,15-24,1996,13773.0
CN,f,15-24,1997,15258.0
CN,f,15-24,1998,15726.0
CN,f,15-24,1999,15178.0
CN,f,15-24,2000,14536.0
CN,f,15-24,2001,14500.0
CN,f,15-24,2002,13250.0
CN,f,15-24,2003,18811.0
CN,f,15-24,2004,25951.0
CN,f,15-24,2005,31180.0
CN,f,15-24,2006,30904.0
CN,f,15-24,2007,29960.0
CN,f,15-24,2008,29223.0
CO,f,15-24,2000,587.0
CO,f,15-24,2001,865.0
CO,f,15-24,2002,524.0
CO,f,15-24,2003,662.0
CO,f,15-24,2004,624.0
CO,f,15-24,2005,581.0
CO,f,15-24,2006,603.0
CO,f,15-24,2007,599.0
CO,f,15-24,2008,580.0
CR,f,15-24,1995,17.0
CR,f,15-24,1996,4.0
CR,f,15-24,1997,28.0
CR,f,15-24,1998,19.0
CR,f,15-24,1999,23.0
CR,f,15-24,2000,21.0
CR,f,15-24,2001,18.0
CR,f,15-24,2002,13.0
CR,f,15-24,2003,25.0
CR,f,15-24,2004,35.0
CR,f,15-24,2005,21.0
CR,f,15-24,2006,27.0
CR,f,15-24,2007,16.0
CR,f,15-24,2008,19.0
CU,f,15-24,1995,17.0
CU,f,15-24,1996,29.0
CU,f,15-24,1997,16.0
CU,f,15-24,1998,17.0
CU,f,15-24,1999,15.0
CU,f,15-24,2000,9.0
CU,f,15-24,2001,24.0
CU,f,15-24,2002,15.0
CU,f,15-24,2003,11.0
CU,f,15-24,2004,16.0
CU,f,15-24,2005,14.0
CU,f,15-24,2006,8.0
CU,f,15-24,2008,11.0
CV,f,15-24,1997,10.0
CV,f,15-24,1998,12.0
CV,f,15-24,2001,7.0
CV,f,15-24,2002,11.0
CV,f,15-24,2003,6.0
CV,f,15-24,2004,17.0
CV,f,15-24,2005,9.0
CV,f,15-24,2006,14.0
CV,f,15-24,2007,18.0
CV,f,15-24,2008,18.0
CY,f,15-24,1995,1.0
CY,f,15-24,1996,2.0
CY,f,15-24,1998,1.0
CY,f,15-24,1999,1.0
CY,f,15-24,2002,1.0
CY,f,15-24,2003,0.0
CY,f,15-24,2004,1.0
CY,f,15-24,2005,1.0
CY,f,15-24,2006,2.0
CY,f,15-24,2007,1.0
CY,f,15-24,2008,1.0
CZ,f,15-24,1995,9.0
CZ,f,15-24,1996,10.0
CZ,f,15-24,1997,12.0
CZ,f,15-24,1998,6.0
CZ,f,15-24,1999,5.0
CZ,f,15-24,2000,15.0
CZ,f,15-24,2001,10.0
CZ,f,15-24,2002,6.0
CZ,f,15-24,2003,9.0
CZ,f,15-24,2004,11.0
CZ,f,15-24,2005,3.0
CZ,f,15-24,2006,4.0
CZ,f,15-24,2007,6.0
CZ,f,15-24,2008,4.0
DE,f,15-24,1995,115.0
DE,f,15-24,1996,150.0
DE,f,15-24,1997,109.0
DE,f,15-24,1998,121.0
DE,f,15-24,1999,118.0
DE,f,15-24,2001,36.0
DE,f,15-24,2002,32.0
DE,f,15-24,2003,61.0
DE,f,15-24,2004,75.0
DE,f,15-24,2005,51.0
DE,f,15-24,2006,66.0
DE,f,15-24,2007,120.0
DE,f,15-24,2008,35.0
DJ,f,15-24,1996,247.0
DJ,f,15-24,1997,202.0
DJ,f,15-24,1998,208.0
DJ,f,15-24,1999,158.0
DJ,f,15-24,2000,147.0
DJ,f,15-24,2001,156.0
DJ,f,15-24,2002,142.0
DJ,f,15-24,2003,127.0
DJ,f,15-24,2004,111.0
DJ,f,15-24,2005,123.0
DJ,f,15-24,2006,117.0
DJ,f,15-24,2007,129.0
DJ,f,15-24,2008,138.0
DK,f,15-24,1995,7.0
DK,f,15-24,1996,5.0
DK,f,15-24,1997,6.0
DK,f,15-24,1998,6.0
DK,f,15-24,1999,11.0
DK,f,15-24,2000,16.0
DK,f,15-24,2001,5.0
DK,f,15-24,2002,14.0
DK,f,15-24,2003,6.0
DK,f,15-24,2004,10.0
DK,f,15-24,2005,11.0
DK,f,15-24,2006,6.0
DK,f,15-24,2007,8.0
DK,f,15-24,2008,5.0
DM,f,15-24,1996,0.0
DM,f,15-24,1997,0.0
DM,f,15-24,1998,2.0
DM,f,15-24,2006,1.0
DM,f,15-24,2007,0.0
DM,f,15-24,2008,0.0
DO,f,15-24,1996,178.0
DO,f,15-24,1997,314.0
DO,f,15-24,1998,265.0
DO,f,15-24,1999,363.0
DO,f,15-24,2000,317.0
DO,f,15-24,2002,251.0
DO,f,15-24,2003,301.0
DO,f,15-24,2004,301.0
DO,f,15-24,2005,339.0
DO,f,15-24,2006,287.0
DO,f,15-24,2007,249.0
DO,f,15-24,2008,288.0
DZ,f,15-24,1997,1102.0
DZ,f,15-24,1999,884.0
DZ,f,15-24,2000,1005.0
DZ,f,15-24,2001,1057.0
DZ,f,15-24,2002,1840.0
DZ,f,15-24,2003,1017.0
DZ,f,15-24,2004,1011.0
DZ,f,15-24,2005,1044.0
DZ,f,15-24,2006,971.0
DZ,f,15-24,2007,1031.0
DZ,f,15-24,2008,1263.0
EC,f,15-24,1998,290.0
EC,f,15-24,2001,591.0
EC,f,15-24,2003,217.0
EC,f,15-24,2004,522.0
EC,f,15-24,2005,329.0
EC,f,15-24,2006,321.0
EC,f,15-24,2007,365.0
EC,f,15-24,2008,334.0
EE,f,15-24,1996,10.0
EE,f,15-24,1997,8.0
EE,f,15-24,1998,7.0
EE,f,15-24,1999,8.0
EE,f,15-24,2000,9.0
EE,f,15-24,2001,6.0
EE,f,15-24,2002,7.0
EE,f,15-24,2003,7.0
EE,f,15-24,2004,4.0
EE,f,15-24,2005,6.0
EE,f,15-24,2006,3.0
EE,f,15-24,2007,2.0
EE,f,15-24,2008,2.0
EG,f,15-24,1995,288.0
EG,f,15-24,1996,52.0
EG,f,15-24,1997,525.0
EG,f,15-24,1998,489.0
EG,f,15-24,1999,485.0
EG,f,15-24,2000,457.0
EG,f,15-24,2001,438.0
EG,f,15-24,2002,424.0
EG,f,15-24,2003,463.0
EG,f,15-24,2004,491.0
EG,f,15-24,2005,431.0
EG,f,15-24,2006,470.0
EG,f,15-24,2007,500.0
EG,f,15-24,2008,382.0
ER,f,15-24,1997,3.0
ER,f,15-24,1998,43.0
ER,f,15-24,1999,65.0
ER,f,15-24,2000,100.0
ER,f,15-24,2001,96.0
ER,f,15-24,2002,75.0
ER,f,15-24,2003,120.0
ER,f,15-24,2004,95.0
ER,f,15-24,2005,67.0
ER,f,15-24,2006,109.0
ER,f,15-24,2007,70.0
ES,f,15-24,1995,90.0
ES,f,15-24,1998,149.0
ES,f,15-24,2001,140.0
ES,f,15-24,2002,194.0
ES,f,15-24,2003,138.0
ES,f,15-24,2004,158.0
ES,f,15-24,2005,142.0
ES,f,15-24,2006,122.0
ES,f,15-24,2007,164.0
ES,f,15-24,2008,168.0
ET,f,15-24,1995,908.0
ET,f,15-24,1996,1564.0
ET,f,15-24,1997,2469.0
ET,f,15-24,1998,3016.0
ET,f,15-24,1999,3310.0
ET,f,15-24,2000,4699.0
ET,f,15-24,2001,5109.0
ET,f,15-24,2002,5607.0
ET,f,15-24,2003,5936.0
ET,f,15-24,2004,6422.0
ET,f,15-24,2005,5885.0
ET,f,15-24,2006,5238.0
ET,f,15-24,2007,5426.0
ET,f,15-24,2008,5490.0
FI,f,15-24,1995,1.0
FI,f,15-24,1996,4.0
FI,f,15-24,1997,2.0
FI,f,15-24,1998,3.0
FI,f,15-24,1999,2.0
FI,f,15-24,2000,1.0
FI,f,15-24,2001,3.0
FI,f,15-24,2002,4.0
FI,f,15-24,2003,2.0
FI,f,15-24,2004,1.0
FI,f,15-24,2005,3.0
FI,f,15-24,2006,2.0
FI,f,15-24,2007,6.0
FI,f,15-24,2008,4.0
FJ,f,15-24,1994,4.0
FJ,f,15-24,1995,10.0
FJ,f,15-24,1996,6.0
FJ,f,15-24,1997,6.0
FJ,f,15-24,1998,10.0
FJ,f,15-24,1999,5.0
FJ,f,15-24,2000,7.0
FJ,f,15-24,2001,7.0
FJ,f,15-24,2002,8.0
FJ,f,15-24,2003,4.0
FJ,f,15-24,2004,8.0
FJ,f,15-24,2005,7.0
FJ,f,15-24,2006,12.0
FJ,f,15-24,2007,11.0
FJ,f,15-24,2008,13.0
FM,f,15-24,1995,0.0
FM,f,15-24,1996,1.0
FM,f,15-24,1997,1.0
FM,f,15-24,1998,1.0
FM,f,15-24,2000,3.0
FM,f,15-24,2001,0.0
FM,f,15-24,2002,5.0
FM,f,15-24,2003,4.0
FM,f,15-24,2004,4.0
FM,f,15-24,2006,23.0
FM,f,15-24,2007,11.0
FM,f,15-24,2008,10.0
FR,f,15-24,1995,138.0
FR,f,15-24,1996,124.0
FR,f,15-24,1997,117.0
FR,f,15-24,1999,110.0
FR,f,15-24,2000,108.0
FR,f,15-24,2001,131.0
FR,f,15-24,2002,106.0
FR,f,15-24,2003,114.0
FR,f,15-24,2004,96.0
FR,f,15-24,2005,104.0
FR,f,15-24,2006,112.0
FR,f,15-24,2007,127.0
FR,f,15-24,2008,57.0
GA,f,15-24,1995,47.0
GA,f,15-24,1996,33.0
GA,f,15-24,1998,97.0
GA,f,15-24,1999,97.0
GA,f,15-24,2001,127.0
GA,f,15-24,2002,125.0
GA,f,15-24,2003,138.0
GA,f,15-24,2004,173.0
GA,f,15-24,2005,128.0
GA,f,15-24,2006,160.0
GA,f,15-24,2008,209.0
GB,f,15-24,1997,67.0
GB,f,15-24,1998,105.0
GB,f,15-24,1999,55.0
GB,f,15-24,2000,95.0
GB,f,15-24,2001,74.0
GB,f,15-24,2002,82.0
GB,f,15-24,2003,108.0
GB,f,15-24,2004,126.0
GB,f,15-24,2005,115.0
GB,f,15-24,2006,168.0
GB,f,15-24,2007,145.0
GB,f,15-24,2008,134.0
GD,f,15-24,1997,1.0
GD,f,15-24,1999,0.0
GD,f,15-24,2006,0.0
GD,f,15-24,2007,1.0
GE,f,15-24,1995,8.0
GE,f,15-24,1996,13.0
GE,f,15-24,1997,38.0
GE,f,15-24,1998,41.0
GE,f,15-24,1999,27.0
GE,f,15-24,2000,49.0
GE,f,15-24,2001,63.0
GE,f,15-24,2002,54.0
GE,f,15-24,2003,65.0
GE,f,15-24,2004,87.0
GE,f,15-24,2005,109.0
GE,f,15-24,2006,115.0
GE,f,15-24,2007,153.0
GE,f,15-24,2008,396.0
GH,f,15-24,1995,199.0
GH,f,15-24,1996,177.0
GH,f,15-24,1997,363.0
GH,f,15-24,1998,483.0
GH,f,15-24,1999,491.0
GH,f,15-24,2000,456.0
GH,f,15-24,2001,515.0
GH,f,15-24,2002,489.0
GH,f,15-24,2003,487.0
GH,f,15-24,2004,454.0
GH,f,15-24,2005,450.0
GH,f,15-24,2006,494.0
GH,f,15-24,2007,453.0
GM,f,15-24,1995,39.0
GM,f,15-24,1996,50.0
GM,f,15-24,1997,55.0
GM,f,15-24,1998,60.0
GM,f,15-24,1999,58.0
GM,f,15-24,2002,71.0
GM,f,15-24,2003,81.0
GM,f,15-24,2004,55.0
GM,f,15-24,2005,84.0
GM,f,15-24,2006,88.0
GM,f,15-24,2008,94.0
GN,f,15-24,1995,202.0
GN,f,15-24,1996,223.0
GN,f,15-24,1997,246.0
GN,f,15-24,1998,303.0
GN,f,15-24,1999,345.0
GN,f,15-24,2000,314.0
GN,f,15-24,2001,419.0
GN,f,15-24,2002,399.0
GN,f,15-24,2003,353.0
GN,f,15-24,2004,470.0
GN,f,15-24,2005,594.0
GN,f,15-24,2006,586.0
GN,f,15-24,2007,631.0
GN,f,15-24,2008,610.0
GQ,f,15-24,1995,18.0
GQ,f,15-24,1997,23.0
GQ,f,15-24,1998,37.0
GQ,f,15-24,2004,45.0
GQ,f,15-24,2008,57.0
GR,f,15-24,1997,14.0
GR,f,15-24,1998,20.0
GR,f,15-24,1999,5.0
GR,f,15-24,2000,2.0
GR,f,15-24,2001,7.0
GR,f,15-24,2002,0.0
GR,f,15-24,2003,7.0
GR,f,15-24,2004,3.0
GR,f,15-24,2005,13.0
GR,f,15-24,2006,13.0
GR,f,15-24,2007,13.0
GR,f,15-24,2008,5.0
